names,scores,logfoldchanges,pvals,pvals_adj,log2fc,significant
ENSG00000259937,0.15026961,0.64456475,0.8805519010698853,1.0,0.9299104,False
ENSG00000298329,0.15025373,0.39697248,0.8805644413114013,1.0,0.57271016,False
ITPR3-AS1,0.15020944,-0.05487231,0.8805993749992551,1.0,-0.07916406,False
ENSG00000300027,0.15015267,0.31667796,0.8806441621184442,1.0,0.45686975,False
CSF1R,0.15011294,0.17778946,0.8806755133290365,1.0,0.25649607,False
VESTAR,0.15010102,0.06848683,0.8806849187286848,1.0,0.09880557,False
KDF1,0.15009817,-0.119315505,0.8806871581120341,1.0,-0.17213593,False
ENSG00000306366,0.1500925,0.111310415,0.880691636881595,1.0,0.160587,False
ENSG00000303329,0.15009136,0.3084327,0.8806925326359651,1.0,0.4449743,False
ENSG00000304316,0.15006185,0.30088428,0.8807158223031639,1.0,0.43408427,False
ENSG00000306752,0.15002552,0.23858942,0.8807444866505733,1.0,0.3442118,False
ENSG00000235052,0.14998236,0.20907906,0.8807785257660509,1.0,0.3016374,False
ENSG00000302701,0.14986145,-0.18484241,0.8808739260395292,1.0,-0.2666713,False
ENSG00000299228,0.14982454,0.15441561,0.8809030391433771,1.0,0.22277457,False
ENSG00000274964,0.14967127,-0.07851056,0.8810239722202406,1.0,-0.11326679,False
GRASLND,0.1495515,-0.12657417,0.8811184811116743,1.0,-0.18260789,False
TRIM8-DT,0.14917795,-0.06227555,0.8814132163879598,1.0,-0.089844696,False
ENSG00000294305,0.14897358,1.1848385,0.8815744766842839,1.0,1.7093606,False
ENSG00000297629,0.14892647,1.1003592,0.881611656838203,1.0,1.5874827,False
ENSG00000303092,0.1489259,1.0635625,0.8816121047934554,1.0,1.5343962,False
ENSG00000273011,0.14883734,0.61726165,0.8816819862765273,1.0,0.89052033,False
ENSG00000293251,0.14875105,0.29626086,0.8817500768126911,1.0,0.42741412,False
ENSG00000308174,0.14870052,0.38292632,0.8817899460191925,1.0,0.5524458,False
C18orf54,0.14860913,-0.0074552675,0.8818620697267581,1.0,-0.01075563,False
ENSG00000299352,0.14854781,0.16543968,0.8819104513963784,1.0,0.23867908,False
ENSG00000273254,0.14844847,0.16615601,0.8819888485556935,1.0,0.23971258,False
LOXHD1,0.14841612,0.1812296,0.8820143838801016,1.0,0.2614591,False
ARMCX3-AS1,0.14840816,0.091557406,0.8820206557329271,1.0,0.1320894,False
ENSG00000249084,0.14839739,0.05281078,0.8820291675450225,1.0,0.07618978,False
LINC02087,0.14839114,-0.036029927,0.8820340954424628,1.0,-0.05198022,False
ENSG00000304336,0.14828214,-0.08162406,0.8821201103876183,1.0,-0.11775857,False
TTC39A,0.14820664,0.158247,0.882179694472022,1.0,0.22830215,False
SLC6A13,0.1477366,0.051916625,0.8825506539807328,1.0,0.07489994,False
NKX6-2,0.14752994,1.8883513,0.8827137409551885,1.0,2.7243152,False
ENSG00000301770,0.14752427,3.4644203,0.8827182214367767,1.0,4.998102,False
ENSG00000286039,0.14751859,1.7401258,0.8827227019221172,1.0,2.5104706,False
ENSG00000305860,0.14751633,1.8654429,0.882724494117304,1.0,2.691265,False
NCF1,0.14743912,0.677647,0.8827854291107983,1.0,0.9776379,False
ENSG00000304257,0.1473585,0.51100343,0.8828490531530366,1.0,0.7372221,False
ENSG00000286176,0.14730969,0.40043145,0.8828875863911864,1.0,0.5777003,False
CD1D,0.14730401,0.38133743,0.8828920670182606,1.0,0.55015343,False
ENSG00000203469,0.14728698,0.2848542,0.8829055089219642,1.0,0.41095772,False
ENSG00000309135,0.14726654,0.31859097,0.8829216392509154,1.0,0.4596296,False
ENSG00000300498,0.1472041,0.24253789,0.8829709266679229,1.0,0.34990817,False
SEMA6A-AS2,0.14708035,-0.13201231,0.8830686067055801,1.0,-0.19045353,False
ENSG00000260252,0.14693785,0.1930791,0.8831810753729549,1.0,0.27855423,False
SMG7-AS1,0.14690436,0.15364477,0.8832075125729203,1.0,0.22166264,False
SAMD10,0.14681523,-0.21800531,0.8832778630436644,1.0,-0.31451523,False
ENSG00000290606,0.14656998,0.08911061,0.8834714436109993,1.0,0.12855953,False
ACTR3C,0.14631169,0.076959856,0.8836753380748751,1.0,0.11102962,False
MYC,0.14621802,-0.17465313,0.8837492797300814,1.0,-0.2519712,False
ENSG00000273805,0.14603068,0.08977138,0.8838971660780074,1.0,0.12951273,False
ENSG00000299122,0.146004,1.2122071,0.8839182290083363,1.0,1.7488451,False
ENSG00000305482,0.14600116,1.0239426,0.8839204697504345,1.0,1.4772369,False
ENSG00000293812,0.14598867,0.89700645,0.8839303290266977,1.0,1.2941067,False
ENSG00000302642,0.14594099,0.6059043,0.8839679737014047,1.0,0.8741351,False
ADH4,0.14593986,0.46729186,0.8839688700063768,1.0,0.6741596,False
ENSG00000272885,0.14591828,0.71654963,0.8839858998290646,1.0,1.0337626,False
ENSG00000304739,0.14591658,0.59750926,0.8839872442910337,1.0,0.86202365,False
ISG20,0.1459041,-0.007186273,0.8839971036890154,1.0,-0.010367645,False
ENSG00000298323,0.14564069,0.24423052,0.8842050515385285,1.0,0.3523502,False
ERCC6L,0.14554077,-0.03911975,0.8842839303966938,1.0,-0.056437895,False
ENSG00000267288,0.14550841,0.18253355,0.8843094766364623,1.0,0.26334026,False
ENSG00000273153,0.14547038,0.13389471,0.8843395048264661,1.0,0.19316934,False
UPK3A,0.145375,0.0758901,0.8844148001229655,1.0,0.1094862,False
ENSG00000232640,0.14533186,-0.047836054,0.8844488626238995,1.0,-0.069012776,False
NDFIP2,0.14512351,-0.2236476,0.8846133516529393,1.0,-0.32265532,False
ENSG00000227741,0.1451008,0.077091105,0.8846312799132063,1.0,0.111218944,False
PDCD1LG2,0.14499806,0.044737827,0.8847124060291965,1.0,0.064542964,False
ENSG00000254662,0.14469093,-0.013782859,0.8849548951581576,1.0,-0.019884486,False
STEAP2,0.14468072,0.056386363,0.8849629633736802,1.0,0.08134836,False
ENSG00000295722,0.14460635,2.7992413,0.8850216824125628,1.0,4.0384517,False
ENSG00000308963,0.14458819,0.56752,0.8850360260905578,1.0,0.81875837,False
ENSG00000269925,0.14458819,1.904945,0.8850360260905578,1.0,2.7482548,False
ENSG00000288856,0.14458705,2.059195,0.8850369225716834,1.0,2.9707904,False
ENSG00000236452,0.14457797,1.9059229,0.8850440944259866,1.0,2.7496655,False
ENSG00000302785,0.14454845,1.1148119,0.8850674030175131,1.0,1.6083336,False
DENND6A-DT,0.14454503,0.78531045,0.8850700924767819,1.0,1.1329634,False
ENSG00000246792,0.14449622,0.8725524,0.8851086415384618,1.0,1.258827,False
ENSG00000293548,0.14447579,0.6063458,0.8851247784357292,1.0,0.874772,False
GFY,0.1444457,-0.062156484,0.8851485356211903,1.0,-0.08967293,False
ENSG00000294749,0.14443605,0.32333523,0.8851561558723604,1.0,0.4664742,False
ENSG00000243305,0.14440653,0.49553525,0.8851794649418734,1.0,0.7149062,False
ENSG00000294297,0.14433727,0.31057933,0.8852341519949575,1.0,0.44807118,False
PSTPIP1,0.14431569,0.42493334,0.8852511857788996,1.0,0.6130493,False
ENSG00000296943,0.1442788,0.10590633,0.88528032263752,1.0,0.15279049,False
HPD,0.14416583,0.02838801,0.8853695272150989,1.0,0.04095521,False
PCDHAC2,0.14410451,0.12608792,0.8854179403579303,1.0,0.1819064,False
ENSG00000290065,0.14392285,0.14395267,0.8855613892176462,1.0,0.20767972,False
C4orf51,0.14386268,0.04288887,0.8856089074796039,1.0,0.06187562,False
ENSG00000308951,0.1437622,0.16259822,0.8856882549282283,1.0,0.23457977,False
ENSG00000286399,0.14374006,0.1354809,0.8857057384184948,1.0,0.19545767,False
ENSG00000233451,0.1435811,0.04802117,0.8858312625459043,1.0,0.069279954,False
RSPH10B,0.1433949,-0.001957315,0.8859783087385199,1.0,-0.002823707,False
CPTP,0.14316782,-0.10895879,0.8861576386767989,1.0,-0.15719439,False
ENSG00000304854,0.14312299,1.954714,0.8861930570293229,1.0,2.8200562,False
ENSG00000254337,0.14312299,1.6754729,0.8861930570293229,1.0,2.4171965,False
ENSG00000268565,0.14309403,1.0536062,0.8862159221624716,1.0,1.5200322,False
RIMBP3C,0.14309062,1.2008898,0.8862186121843643,1.0,1.7325177,False
ENSG00000310018,0.14306223,0.9476882,0.8862410290844535,1.0,1.367225,False
ENSG00000259058,0.14305542,0.80868316,0.8862464091540208,1.0,1.1666832,False
ENSG00000231985,0.14305486,0.9127222,0.886246857493388,1.0,1.3167796,False
ENSG00000249942,0.14304633,0.81554544,0.8862535825882663,1.0,1.1765834,False
ENSG00000308027,0.1430418,0.5952215,0.8862571693088841,1.0,0.8587231,False
ENSG00000297842,0.14301512,0.476865,0.8862782413395679,1.0,0.68797064,False
ENSG00000250522,0.1429856,0.5619926,0.8863015551693366,1.0,0.8107839,False
ENSG00000305018,0.14297594,-0.03931361,0.8863091770196447,1.0,-0.056717455,False
EID3,0.14297254,0.3426332,0.8863118670869703,1.0,0.49431518,False
HSPA6,0.14293678,0.5065773,0.8863401128729756,1.0,0.7308365,False
ASB2,0.14283857,0.22713977,0.8864176774406041,1.0,0.3276934,False
POLR3C,0.1427977,-0.20283833,0.886449958968643,1.0,-0.2926338,False
TLR3,0.14276591,0.13352722,0.8864750669540505,1.0,0.19263913,False
SCT,0.14274035,0.2576312,0.8864952430963321,1.0,0.37168333,False
PROX2,0.14233446,-0.014019357,0.8868158294419423,1.0,-0.020225592,False
ENSG00000297420,0.14226633,-0.08007953,0.8868696359598496,1.0,-0.1155304,False
SPATA17-AS1,0.14220616,0.11513233,0.8869171654844389,1.0,0.16610086,False
ADGRL4,0.14206764,-0.15575358,0.8870265746147334,1.0,-0.2247049,False
CCDC88C-DT,0.14168616,2.1209056,0.8873279092452461,1.0,3.0598202,False
ENSG00000306667,0.14168616,2.1324651,0.8873279092452461,1.0,3.0764968,False
REG4,0.14166458,1.7839779,0.8873449494881077,1.0,2.573736,False
ZAR1L,0.14161009,1.0072787,0.8873879987546466,1.0,1.4531959,False
LINC02299,0.14160782,0.61635315,0.8873897924812965,1.0,0.8892096,False
ENSG00000296750,0.14158624,0.63363063,0.8874068329132366,1.0,0.91413575,False
C2CD4D,0.1415817,0.8607825,0.8874104203792247,1.0,1.2418466,False
ENSG00000296787,0.1415045,0.5296109,0.8874714076538923,1.0,0.76406693,False
ENSG00000310483,0.14148065,0.4892338,0.8874902420939762,1.0,0.705815,False
LINC02965,0.14129786,0.21878578,0.8876346415779387,1.0,0.3156413,False
ENSG00000261641,0.1412445,0.19451812,0.8876767961680916,1.0,0.28063032,False
ENSG00000294910,0.14094703,0.14972682,0.8879117914044992,1.0,0.21601,False
ENSG00000288746,0.14079772,0.00624236,0.8880297412018456,1.0,0.009005909,False
TMEM140,0.14053829,-0.05813302,0.8882347016887066,1.0,-0.083868325,False
ZNF17,0.14033562,-0.24909145,0.8883948182535222,1.0,-0.35936296,False
ENSG00000274272,0.14032087,-0.18162802,0.8884064795818865,1.0,-0.26203385,False
TMEM82,0.1402431,0.9444817,0.8884679262109759,1.0,1.3625989,False
PITX1,0.14023457,2.3080778,0.8884746539848022,1.0,3.3298523,False
ENSG00000307873,0.14020506,1.5746831,0.8884979769962641,1.0,2.2717876,False
ACSM2A,0.14019427,1.2327998,0.8885064988899168,1.0,1.7785541,False
ZNF84-DT,0.14017156,1.0529542,0.8885244397607799,1.0,1.5190917,False
ENSG00000178107,0.1401585,0.84043944,0.8885347557873846,1.0,1.2124978,False
PTGER2,0.14015737,0.80647504,0.8885356528340685,1.0,1.1634976,False
ENSG00000309415,0.1401426,0.7276911,0.8885473144539493,1.0,1.0498363,False
ENSG00000270074,0.14012387,0.74792075,0.8885621157754585,1.0,1.0790215,False
ICMT-DT,0.14008641,0.6112168,0.8885917185350344,1.0,0.8817994,False
ENSG00000268465,0.1400796,-0.00057755434,0.8885971008716518,1.0,-0.00083323853,False
CTH,0.1400461,-0.18650648,0.8886235641013887,1.0,-0.269072,False
ENSG00000302896,0.14003532,0.48274472,0.8886320861848475,1.0,0.69645345,False
NRROS,0.13986956,0.27142087,0.8887630587701304,1.0,0.39157754,False
ENSG00000289602,0.1398338,-0.017197125,0.8887913169523304,1.0,-0.024810104,False
ENSG00000286585,0.13974352,0.1404751,0.8888626358500287,1.0,0.20266281,False
KCNE3,0.13971628,0.21991752,0.8888841662601026,1.0,0.31727389,False
MYOC,0.13964815,0.20028514,0.8889379926438695,1.0,0.28895026,False
SLCO2A1,0.13918605,0.013944499,0.8893031284523354,1.0,0.020117605,False
ENSG00000308972,0.13872737,1.2011765,0.8896655960686888,1.0,1.7329314,False
LINC02640,0.13870692,0.57286745,0.8896817461532408,1.0,0.82647306,False
ENSG00000299780,0.13870579,1.2721579,0.8896826433815027,1.0,1.8353359,False
TMEM242-DT,0.13868535,0.8247993,0.8896987935143791,1.0,1.1899339,False
ENSG00000289125,0.1386774,0.47282133,0.8897050741339709,1.0,0.6821369,False
LINC01254,0.13862972,0.44610858,0.889742757996876,1.0,0.64359874,False
ENSG00000298803,0.13861269,0.48615736,0.8897562165797192,1.0,0.7013767,False
ENSG00000290563,0.13860701,0.48971522,0.8897607027810607,1.0,0.7065098,False
ENSG00000303199,0.13858543,0.43431664,0.8897777503783508,1.0,0.62658644,False
ENSG00000305577,0.1385491,0.1630473,0.8898064622363531,1.0,0.23522761,False
ENSG00000299332,0.13852072,0.24103317,0.8898288934759829,1.0,0.34773734,False
APLN,0.1385071,0.33231723,0.8898396605023337,1.0,0.47943243,False
ENSG00000274698,0.13849744,-0.015403046,0.8898472871582922,1.0,-0.022221882,False
ENSG00000296688,0.13842933,0.28247476,0.8899011226667243,1.0,0.4075249,False
ENSG00000304417,0.1384032,-0.102268524,0.8899217597462425,1.0,-0.14754231,False
ENSG00000289866,0.13837482,0.29715365,0.8899441914390119,1.0,0.42870212,False
ENSG00000305954,0.13834247,0.2164152,0.8899697636762386,1.0,0.31222114,False
ENSG00000293989,0.1383277,0.104709074,0.8899814282435189,1.0,0.15106331,False
ENSG00000305354,0.13822325,0.15035678,0.8900639781693909,1.0,0.216919,False
SPTSSB,0.1382136,0.10479354,0.8900716051248757,1.0,0.1511852,False
ABCC3,0.13819714,-0.087773584,0.8900846158371233,1.0,-0.12663051,False
CDKL3,0.13818465,-0.20044567,0.8900944860523674,1.0,-0.289182,False
ENSG00000289570,0.13803706,0.11323344,0.8902111353405255,1.0,0.1633613,False
CLSTN2-AS1,0.1377515,-0.11059793,0.8904368135923509,1.0,-0.15955897,False
TENT5C,0.13760787,-0.029809019,0.89055032907161,1.0,-0.043005418,False
TUBA4A,0.13743928,-0.17582548,0.8906835892359194,1.0,-0.25366253,False
ENSG00000285698,0.13731381,1.3364943,0.8907827511602063,1.0,1.9281539,False
ENSG00000260721,0.13729565,2.7581332,0.8907971095895086,1.0,3.979145,False
LINC02562,0.13726328,1.4825133,0.8908226856304076,1.0,2.1388144,False
ENSG00000308089,0.13725989,1.0928661,0.8908253778518478,1.0,1.5766723,False
ENSG00000287630,0.13725932,0.8751202,0.8908258265555435,1.0,1.2625316,False
GPC5-AS2,0.1372508,1.0959886,0.8908325571151751,1.0,1.5811774,False
CABP7-DT,0.1372491,0.9073569,0.8908339032280452,1.0,1.3090394,False
ENSG00000286735,0.1372332,-0.18087643,0.8908464669633404,1.0,-0.26094955,False
ENSG00000300624,0.13723263,1.0364687,0.8908469156686791,1.0,1.4953083,False
FNDC1-AS1,0.13723207,0.84894997,0.890847364374053,1.0,1.2247759,False
LINC02419,0.13722867,0.88921064,0.89085005660703,1.0,1.2828598,False
ENSG00000303086,0.13713726,0.45886648,0.890922298661739,1.0,0.6620044,False
CRB3,0.1371015,0.43760756,0.8909505675383609,1.0,0.6313343,False
ENSG00000269951,0.13708447,0.44415954,0.8909640289569019,1.0,0.64078677,False
TMEM144,0.13703792,0.230245,0.891000823661253,1.0,0.33217332,False
GABRG1,0.13697661,-0.0980051,0.8910492853373219,1.0,-0.14139156,False
PAGE4,0.13697264,0.2547021,0.8910524263859281,1.0,0.36745742,False
ENSG00000293212,0.13692097,0.06464766,0.891093260173373,1.0,0.09326684,False
ENSG00000270117,0.136917,0.10925254,0.8910964012459104,1.0,0.15761802,False
ENSG00000289295,0.13684264,0.11557001,0.8911551844900323,1.0,0.16673222,False
STOML1,0.13651393,-0.24092595,0.8914150046152739,1.0,-0.34758267,False
KCNC4-DT,0.13650599,-0.1713039,0.8914212871116497,1.0,-0.24713929,False
ENSG00000291208,0.13642822,-0.153766,0.891482766185819,1.0,-0.22183743,False
MMP21,0.13621476,0.11263958,0.8916515004263822,1.0,0.16250473,False
ENSG00000286826,0.13581511,1.4039546,0.891967441552635,1.0,2.0254784,False
FGFBP1,0.13578333,1.1849595,0.8919925739701202,1.0,1.7095352,False
ENSG00000253123,0.13574359,0.7825374,0.8920239896445348,1.0,1.1289629,False
LINC03047,0.13567092,0.59190065,0.8920814358873965,1.0,0.8539322,False
CD7,0.13548699,0.15827905,0.8922268492200343,1.0,0.2283484,False
IRAG2,0.13543533,0.19205672,0.8922676912710512,1.0,0.2770792,False
PDGFA-DT,0.13493407,-0.002945083,0.8926640086327607,1.0,-0.0042488906,False
ENSG00000288966,0.13488752,0.09485725,0.8927008140983846,1.0,0.13685003,False
FANCD2OS,0.13477284,-0.09481561,0.8927914822067314,1.0,-0.13679007,False
ENSG00000299120,0.13471095,-0.19613911,0.8928404076592233,1.0,-0.28296897,False
ENSG00000304836,0.13436751,1.8253216,0.8931119737722603,1.0,2.6333823,False
ENSG00000296801,0.13432379,1.0778531,0.8931465376318003,1.0,1.5550133,False
FILNC1,0.13431585,1.0157486,0.8931528219917044,1.0,1.4654155,False
ENSG00000296614,0.13427839,0.6091464,0.8931824483501769,1.0,0.87881243,False
ENSG00000272861,0.13427214,0.84199446,0.8931873860910814,1.0,1.2147412,False
CIDEA,0.1342341,0.54010636,0.8932174615114449,1.0,0.7792088,False
ENSG00000294863,0.13421763,0.4996057,0.8932304792783249,1.0,0.7207785,False
HJV,0.13421082,0.48520792,0.8932358659488963,1.0,0.7000071,False
ACE2-DT,0.13415916,0.18353306,0.8932767150276604,1.0,0.26478234,False
ENSG00000304360,0.13412283,0.14567655,0.8933054442196666,1.0,0.21016686,False
LINC00575,0.13409047,0.34069264,0.8933310312741642,1.0,0.49151564,False
CYP11A1,0.13399965,0.2395891,0.8934028551781549,1.0,0.34565404,False
ENSG00000294184,0.13382025,-0.08519119,0.8935447099561877,1.0,-0.122905,False
RPL26L1-AS1,0.1337896,-0.014917812,0.893568951303375,1.0,-0.02152196,False
LINC01703,0.13366187,-0.1441024,0.8936699579865732,1.0,-0.20789585,False
TSPAN19,0.13363633,0.12738577,0.8936901595302005,1.0,0.18377893,False
ENSG00000274383,0.13359715,-0.04186956,0.8937211353643713,1.0,-0.060405005,False
UNC93B1,0.13355003,-0.1261339,0.893758396365169,1.0,-0.18197268,False
BTF3-DT,0.13322248,-0.27408075,0.8940174341361209,1.0,-0.39541498,False
GOSR2-DT,0.1330499,0.027625823,0.894153916123753,1.0,0.039855484,False
ENSG00000301283,0.13295056,1.3913604,0.8942324844789454,1.0,2.0073087,False
ENSG00000309096,0.13292898,2.1469507,0.8942495451732336,1.0,3.0973952,False
ENSG00000261427,0.13292387,0.017712682,0.894253585871152,1.0,0.02555392,False
PLA2G3,0.13288584,1.5038068,0.8942836667085707,1.0,2.1695347,False
H2BC15,0.13288356,-0.039141536,0.8942854625842712,1.0,-0.05646928,False
ENSG00000295726,0.13285746,1.1054498,0.8943061151937739,1.0,1.5948268,False
ENSG00000286289,0.13282453,0.94158745,0.8943321555426648,1.0,1.3584235,False
ENSG00000273473,0.13266784,0.28903186,0.8944560732455802,1.0,0.41698498,False
GPBAR1,0.13266614,0.21063553,0.8944574201912905,1.0,0.30388287,False
ENSG00000297338,0.13261563,0.31439674,0.8944973797191144,1.0,0.4535786,False
ENSG00000301321,0.13237832,0.14409631,0.8946850583849151,1.0,0.20788701,False
ENSG00000306672,0.13236867,-0.22713909,0.8946926913741456,1.0,-0.3276924,False
LCDR,0.13235278,-0.08398106,0.8947052633776634,1.0,-0.121159054,False
ENSG00000296616,0.13203147,-0.17730246,0.8949594031155375,1.0,-0.25579336,False
ITGB1-DT,0.131994,-0.12609796,0.8949890384870274,1.0,-0.18192089,False
NID1,0.13193609,-0.17748713,0.8950348388948662,1.0,-0.25605983,False
HULC,0.13173968,-0.094316654,0.8951902036683065,1.0,-0.1360702,False
ENSG00000308534,0.13143937,1.3890367,0.8954277489100143,1.0,2.003956,False
ENSG00000294328,0.13140531,0.89569175,0.8954546922520077,1.0,1.2922101,False
ENSG00000307830,0.13140076,0.7390108,0.8954582847067191,1.0,1.0661672,False
ENSG00000277350,0.13136727,0.78661615,0.895484779126418,1.0,1.1348473,False
ENSG00000304683,0.131365,0.8037582,0.895486575362482,1.0,1.1595778,False
TMDD1,0.13134342,0.55275744,0.8955036396318118,1.0,0.7974605,False
ENSG00000299062,0.1312367,0.4467684,0.8955880635701831,1.0,0.64455056,False
ENSG00000303540,0.13119015,0.17001933,0.895624887147761,1.0,0.24528605,False
ENSG00000263063,0.13116574,0.4355632,0.8956441971624756,1.0,0.6283849,False
ENSG00000295782,0.13106412,0.024271602,0.8957245813763617,1.0,0.035016526,False
ENSG00000256364,0.13100564,-0.13537273,0.8957708364651917,1.0,-0.19530156,False
ENSG00000294700,0.13095456,0.24981837,0.8958112538231713,1.0,0.36041176,False
RIPK2,0.1308518,-0.09866423,0.8958925384395764,1.0,-0.14234231,False
SPATA45,0.1307729,0.021505227,0.8959549621742511,1.0,0.031025374,False
TMIGD2,0.13069399,0.10063144,0.8960173865530879,1.0,0.1451804,False
ENSG00000290553,0.13049586,-0.16996427,0.8961741239811253,1.0,-0.24520656,False
FAM167A,0.13025801,-0.1390152,0.8963623040682145,1.0,-0.2005566,False
ENSG00000303962,0.1301598,-0.14340386,0.8964400030369406,1.0,-0.206888,False
ENSG00000296513,0.12999403,2.4771452,0.8965711503697407,1.0,3.573765,False
ENSG00000288767,0.12994635,0.9980203,0.8966088782082342,1.0,1.4398389,False
FAM230A,0.1299418,0.8864728,0.8966124713479039,1.0,1.2789099,False
ENSG00000296321,0.12993613,1.0830168,0.896616962775473,1.0,1.5624629,False
ENSG00000301642,0.12983167,0.47355327,0.896699605633906,1.0,0.68319285,False
ENSG00000278071,0.1298294,0.52854246,0.8967014022302353,1.0,0.7625256,False
ENSG00000303906,0.12980613,0.02970493,0.8967198173731474,1.0,0.04285517,False
LINC02958,0.12972608,0.34746447,0.8967831479233874,1.0,0.5012851,False
ENSG00000272969,0.12971246,0.19832759,0.896793927657018,1.0,0.28612638,False
ENSG00000299185,0.12967385,0.19131085,0.8968244703390879,1.0,0.27600324,False
AQP5,0.12940703,0.21325344,0.897035578348979,1.0,0.30765972,False
ENSG00000267666,0.12920153,-0.16629352,0.8971981814031459,1.0,-0.23991084,False
ENSG00000300783,0.12914534,-0.01228241,0.8972426509463013,1.0,-0.017719744,False
KCNJ11,0.12903464,-0.14304954,0.8973302434145642,1.0,-0.20637694,False
TMEM225B,0.1288314,-0.060957696,0.8974910574587811,1.0,-0.0879435,False
ENSG00000305127,0.12868324,-0.112692125,0.897608301636883,1.0,-0.16258043,False
ENSG00000294583,0.12853678,2.255756,0.897724200377837,1.0,3.2543678,False
ENSG00000308436,0.12852882,2.3272276,0.8977304895192375,1.0,3.3574796,False
CNIH3-AS2,0.12851237,1.3939636,0.8977435170468606,1.0,2.0110645,False
ENSG00000289073,0.1284573,0.7924199,0.8977870920808925,1.0,1.1432203,False
TECTA,0.12845275,-0.09587534,0.8977906859118929,1.0,-0.13831879,False
CAPN8,0.12844537,0.5097258,0.8977965258917402,1.0,0.735379,False
FAM72B,0.12843232,0.77400833,0.8978068581773386,1.0,1.1166579,False
C8orf34-AS1,0.12841642,0.4993401,0.8978194366353659,1.0,0.7203955,False
ENSG00000294200,0.1283869,0.49664432,0.8978427966969611,1.0,0.71650624,False
ENSG00000295206,0.12835851,0.49037272,0.8978652583781407,1.0,0.70745826,False
ENSG00000299132,0.12834376,0.35037935,0.8978769384846971,1.0,0.5054904,False
ENSG00000303192,0.12827224,0.3867103,0.8979335423913954,1.0,0.5579049,False
LINC01058,0.12825122,0.12222029,0.8979501642721802,1.0,0.17632657,False
ENSG00000261141,0.12819558,0.24855447,0.8979941900106014,1.0,0.35858828,False
STAR,0.12807637,0.033454094,0.8980885319357937,1.0,0.048264183,False
ENSG00000300525,0.12795773,0.07694986,0.898182426043932,1.0,0.111015126,False
IL1RN,0.12793389,-0.043295294,0.8982012948884373,1.0,-0.062461935,False
ENSG00000308000,0.12785952,-0.037978124,0.8982601480826441,1.0,-0.054790966,False
ENSG00000271789,0.12770283,0.0965719,0.8983841459565609,1.0,0.1393237,False
ENSG00000288585,0.12753934,0.09669843,0.898513537687564,1.0,0.13950638,False
NDNF,0.12753423,-0.06250589,0.8985175812226509,1.0,-0.09017703,False
OLFML1,0.12752117,-0.04508491,0.8985279147131762,1.0,-0.065043725,False
ENSG00000296832,0.12707952,1.5517968,0.8988774663853998,1.0,2.2387695,False
ENSG00000284341,0.12706135,0.812619,0.8988918442526144,1.0,1.1723614,False
PRPF39-DT,0.12705113,1.6360402,0.898899931817507,1.0,2.360307,False
IHH,0.12704772,1.04699,0.8989026276748047,1.0,1.5104872,False
ENSG00000243636,0.12703523,0.666643,0.8989125124948764,1.0,0.96176267,False
ENSG00000286342,0.1270148,0.87722695,0.8989286876888216,1.0,1.265571,False
ENSG00000304733,0.12698641,0.453309,0.8989511533056211,1.0,0.65398663,False
ENSG00000290121,0.12693873,0.40206072,0.8989888957241288,1.0,0.58005095,False
ENSG00000300970,0.12689558,0.286188,0.8990230438234514,1.0,0.41288197,False
ARHGDIB,0.1268706,0.31595647,0.8990428138611456,1.0,0.45582888,False
ENSG00000301333,0.12685812,0.27862024,0.8990526989034878,1.0,0.4019641,False
TTLL10-AS1,0.12685585,0.36855954,0.8990544961855963,1.0,0.531719,False
ENSG00000261242,0.12680134,0.15306865,0.8990976311114969,1.0,0.22083145,False
ENSG00000305576,0.12667759,0.26010364,0.8991955844458706,1.0,0.37525028,False
ENSG00000287626,0.12666851,0.24558885,0.8992027737419288,1.0,0.3543098,False
ENSG00000261512,0.12662138,-0.11923785,0.8992400683479658,1.0,-0.17202394,False
ENSG00000293776,0.12658335,0.15519787,0.8992701737946627,1.0,0.22390316,False
FAM3B,0.12656519,0.15841414,0.899284552566622,1.0,0.22854334,False
DTNBP1,0.12651011,-0.11574536,0.8993281384210938,1.0,-0.16698524,False
ADGRG6,0.1264999,0.003459623,0.8993362265512042,1.0,0.0049912357,False
KCTD17,0.12649195,-0.1670805,0.899342517326296,1.0,-0.24104619,False
LINC01954,0.12643802,-0.22638068,0.8993852048957437,1.0,-0.3265983,False
ENSG00000243018,0.12640396,0.07756102,0.8994121656159045,1.0,0.11189692,False
ENSG00000306791,0.12635684,0.18678066,0.8994494614701409,1.0,0.26946744,False
ENSG00000289121,0.12634265,0.10306762,0.8994606952046934,1.0,0.14869519,False
TRIM45,0.12611274,-0.23620717,0.8996426845092028,1.0,-0.34077492,False
GGN,0.12600715,-0.08412625,0.8997262665511803,1.0,-0.12136847,False
ENSG00000272139,0.12593392,0.051150575,0.8997842353947382,1.0,0.07379475,False
MYOG,0.12562113,2.5128028,0.9000318447645596,1.0,3.6252081,False
ENSG00000302610,0.125595,1.9132556,0.9000525167675713,1.0,2.7602441,False
ENSG00000260464,0.12551042,0.44906014,0.9001194765470816,1.0,0.64785683,False
DDO,0.12547238,0.47550523,0.9001495862098611,1.0,0.686009,False
ENSG00000296167,0.12543605,0.31564882,0.9001783478129729,1.0,0.45538506,False
