names,scores,logfoldchanges,pvals,pvals_adj,log2fc,significant
DPEP1,-0.36459956,-1.2911396,0.7154103387828579,1.0,-1.8627206,False
RB1-DT,-0.36506733,-0.50201863,0.7150611382440712,1.0,-0.7242598,False
ENSG00000299654,-0.3652507,-0.2550257,0.7149242712873541,1.0,-0.36792436,False
ENSG00000278743,-0.36535063,-0.41431943,0.7148496974845115,1.0,-0.5977367,False
LRTM2,-0.36548233,-1.8067656,0.7147513998127444,1.0,-2.6066117,False
ENSG00000294539,-0.36548403,-2.5021443,0.714750128753145,1.0,-3.609831,False
ENSG00000251523,-0.3655249,-1.0525005,0.7147196235601188,1.0,-1.5184371,False
ENSG00000296543,-0.36553,-1.9048232,0.7147158104430347,1.0,-2.7480788,False
ENSG00000267011,-0.36560836,-0.49724942,0.7146573435395368,1.0,-0.7173793,False
ENSG00000287987,-0.36562595,-1.6240815,0.7146442099002397,1.0,-2.3430543,False
ENSG00000277022,-0.3656373,-1.1436863,0.7146357366294116,1.0,-1.6499904,False
ENSG00000263154,-0.3657605,-1.2025325,0.7145438039024333,1.0,-1.7348877,False
ENSG00000272056,-0.36584508,-1.005505,0.7144806819860542,1.0,-1.4506371,False
MBD1,-0.36593705,-0.19795682,0.7144120550047541,1.0,-0.28559127,False
ENSG00000289081,-0.3659961,-0.8353546,0.7143679993944567,1.0,-1.2051619,False
ENSG00000259782,-0.36641446,-0.5908009,0.7140558249015636,1.0,-0.8523455,False
LRP2BP,-0.3667829,-0.29332557,0.7137809645973856,1.0,-0.4231794,False
ENSG00000294300,-0.3668953,-0.48815477,0.7136971163038236,1.0,-0.7042585,False
EVI2B,-0.36694413,-1.5227882,0.7136606984250893,1.0,-2.196919,False
ENSG00000306949,-0.36695376,-1.2134143,0.71365349961931,1.0,-1.7505867,False
ENSG00000272849,-0.36723477,-1.4241242,0.7134438985141263,1.0,-2.054577,False
DYSF,-0.36739147,-1.3776712,0.7133270394101074,1.0,-1.9875594,False
ENSG00000285638,-0.3674431,-1.2078496,0.7132885112524094,1.0,-1.7425586,False
MIR133A1HG,-0.36749536,-1.0643095,0.7132495604517972,1.0,-1.535474,False
HIVEP2-DT,-0.36765486,-0.8195187,0.713130595787852,1.0,-1.1823155,False
ENSG00000214770,-0.3677332,-0.85533404,0.7130721744147421,1.0,-1.2339863,False
ENSG00000257191,-0.36784106,-0.44160935,0.7129917419447274,1.0,-0.6371076,False
ENSG00000296269,-0.3681232,-0.94246453,0.7127813626295619,1.0,-1.3596889,False
ENSG00000268218,-0.36844227,-1.1506214,0.7125434952404904,1.0,-1.6599958,False
ENSG00000286242,-0.36847007,-0.24597734,0.7125227572378079,1.0,-0.35487032,False
ENSG00000260257,-0.36858815,-0.17527045,0.712434728898891,1.0,-0.25286183,False
ENSG00000297718,-0.3686347,-0.96059376,0.7124000264719584,1.0,-1.385844,False
WHAMMP4,-0.36866763,-0.32162687,0.7123754812124679,1.0,-0.46400955,False
ENSG00000288662,-0.3686756,-1.680167,0.7123695565392978,1.0,-2.4239686,False
SLCO4A1,-0.36868012,-1.1744635,0.7123661710195663,1.0,-1.6943927,False
ENSG00000306819,-0.36870113,-1.0997335,0.7123505130645449,1.0,-1.5865799,False
ACSF2,-0.36888903,-0.17995918,0.7122104432406442,1.0,-0.2596263,False
ZBTB46-AS1,-0.36892423,-1.0110707,0.712184207676362,1.0,-1.4586668,False
NPIPA6,-0.36895317,-0.8040483,0.7121626270643329,1.0,-1.1599965,False
ENSG00000303604,-0.3692234,-0.42703453,0.7119612191371345,1.0,-0.6160806,False
SLCO1C1,-0.3694198,-0.85854524,0.7118148301873535,1.0,-1.238619,False
LINC00158,-0.36942095,-0.80943507,0.7118139840393247,1.0,-1.167768,False
ENSG00000288036,-0.36944935,-0.60148084,0.7117928304539509,1.0,-0.8677534,False
CD5,-0.36990178,-0.9587524,0.7114556722624481,1.0,-1.3831874,False
ENSG00000277476,-0.370453,-0.3409275,0.7110449823847358,1.0,-0.49185452,False
ATP5MGL,-0.37063694,-0.8171712,0.7109079634269131,1.0,-1.1789289,False
ENSG00000307111,-0.37121144,-0.73982674,0.7104800508011673,1.0,-1.0673443,False
TMPRSS12,-0.37126252,-1.4185559,0.7104419997469997,1.0,-2.0465434,False
ENSG00000286975,-0.37128183,-2.854158,0.7104276250921472,1.0,-4.1176796,False
ENSG00000236833,-0.37129036,-1.2416545,0.7104212833654013,1.0,-1.7913289,False
TDRD12,-0.37135053,-0.82585603,0.7103764690679011,1.0,-1.1914583,False
ENSG00000280007,-0.37161508,-1.590893,0.7101794671495871,1.0,-2.2951734,False
ENSG00000262528,-0.37162927,-0.9896793,0.7101688989243813,1.0,-1.4278055,False
METTL14-DT,-0.37167752,-0.7729448,0.7101329673756227,1.0,-1.1151236,False
ENSG00000305266,-0.37170476,-0.774882,0.7101126769033755,1.0,-1.1179184,False
ENSG00000304229,-0.37172067,-1.189846,0.7101008408894711,1.0,-1.716585,False
KCNK4,-0.37188643,-0.67218584,0.709977412341029,1.0,-0.9697592,False
ZNF768,-0.37203914,-0.20788471,0.7098637126374738,1.0,-0.29991433,False
SKAP1,-0.3721714,-0.55008626,0.7097652344716795,1.0,-0.7936067,False
SYNPR-AS1,-0.37235135,-0.83569145,0.7096312612324067,1.0,-1.205648,False
ZFP1,-0.37237066,-0.23933464,0.7096168923958739,1.0,-0.34528697,False
ENSG00000250906,-0.37239507,-0.74272513,0.7095987201916847,1.0,-1.0715258,False
ENSG00000268836,-0.37243026,-0.5783211,0.7095725186997084,1.0,-0.834341,False
ENSG00000285837,-0.37245467,-0.7320814,0.7095543468989112,1.0,-1.0561702,False
ENSG00000305185,-0.3724842,-0.89859194,0.7095323719186513,1.0,-1.2963941,False
ENSG00000305962,-0.3725546,-0.7448308,0.7094799710177695,1.0,-1.0745637,False
ENSG00000302468,-0.37275103,-0.5303409,0.7093337628685119,1.0,-0.7651203,False
ENSG00000296425,-0.3728129,-2.0682883,0.7092877052928588,1.0,-2.9839094,False
ENSG00000286136,-0.37282085,-1.0582272,0.7092817897179341,1.0,-1.5266992,False
FUT7,-0.37294233,-2.3798926,0.7091913681117017,1.0,-3.4334595,False
CTNNA2-AS1,-0.37299797,-1.9065015,0.709149961453925,1.0,-2.7505002,False
IL15,-0.37301385,-0.9410766,0.7091381311380871,1.0,-1.3576865,False
SCN5A,-0.37317508,-0.5601469,0.7090181418988682,1.0,-0.8081212,False
ENSG00000272320,-0.37362072,-0.74194574,0.7086865190635423,1.0,-1.0704014,False
ENSG00000285625,-0.3736843,-0.51008403,0.7086392092218856,1.0,-0.73589563,False
RIPPLY2,-0.3742077,-1.46641,0.7082497905754039,1.0,-2.1155825,False
LINC02506,-0.3743769,-1.149749,0.7081239427182054,1.0,-1.6587373,False
ENSG00000303005,-0.37438765,-1.1906167,0.7081159191317884,1.0,-1.7176967,False
ENSG00000296944,-0.37441888,-1.1359833,0.7080926931432303,1.0,-1.6388776,False
NALF2,-0.3747754,-0.3222007,0.7078275138376281,1.0,-0.4648375,False
ENSG00000231662,-0.37494627,-0.42967466,0.7077004261234385,1.0,-0.6198895,False
ENSG00000273188,-0.37501326,-0.47116363,0.7076506065831689,1.0,-0.6797454,False
SLC4A9,-0.37569392,-1.796377,0.7071444603883997,1.0,-2.591624,False
ENSG00000286263,-0.37576374,-1.1160115,0.7070925444496661,1.0,-1.6100643,False
ENSG00000237994,-0.37577114,-0.3169023,0.7070870574788187,1.0,-0.45719352,False
TXNDC11-AS1,-0.37591985,-0.48421007,0.7069764771564558,1.0,-0.69856745,False
ENSG00000306359,-0.3760408,-1.0992494,0.7068865824429653,1.0,-1.5858817,False
ENSG00000230226,-0.37606633,-0.7171367,0.706867591125038,1.0,-1.0346097,False
WBP4,-0.3760947,-0.1416048,0.706846489874658,1.0,-0.20429245,False
ZNF232,-0.37629738,-0.21546532,0.7066958334938176,1.0,-0.31085074,False
DBN1,-0.37639105,-0.08796765,0.7066262062752284,1.0,-0.1269105,False
ENSG00000296921,-0.37662435,-0.78848857,0.7064527818772393,1.0,-1.1375486,False
CEP44,-0.37710235,-0.26612562,0.7060975415350974,1.0,-0.38393807,False
ENSG00000230947,-0.37711826,-1.6961128,0.7060857294166722,1.0,-2.4469736,False
LINC02327,-0.37719318,-0.8925757,0.7060300446692874,1.0,-1.2877145,False
ENSG00000301402,-0.37723464,-1.5192957,0.7059992499924421,1.0,-2.1918805,False
ENSG00000269514,-0.37724656,-1.05292,0.7059903913389498,1.0,-1.5190425,False
ENSG00000296810,-0.37731922,-0.9446519,0.7059363965982395,1.0,-1.3628447,False
ZBTB7B,-0.3776326,-0.2714492,0.7057035612399599,1.0,-0.3916185,False
SLC35B3,-0.37768424,-0.26011628,0.705665179794946,1.0,-0.37526846,False
PXT1,-0.37777847,-0.85245734,0.7055951672198915,1.0,-1.229836,False
ENSG00000305675,-0.37779891,-0.40131342,0.7055799840987371,1.0,-0.578973,False
ENSG00000304073,-0.3784103,-0.5473321,0.7051258099621416,1.0,-0.78963333,False
ENSG00000287236,-0.37850115,-1.4814641,0.7050583464415393,1.0,-2.137301,False
ENSG00000308172,-0.37859425,-2.1899118,0.7049891987399384,1.0,-3.159375,False
LORICRIN,-0.37861696,-0.9866467,0.7049723338165638,1.0,-1.4234304,False
ENSG00000306261,-0.37868336,-0.39743158,0.7049230047480375,1.0,-0.5733724,False
NRG1-IT1,-0.37879008,-2.02047,0.704843743544219,1.0,-2.914922,False
GOLGA6L7,-0.37885085,-1.3748907,0.7047986335451372,1.0,-1.9835479,False
TAS2R1,-0.37890533,-1.023169,0.7047581619060795,1.0,-1.4761211,False
ENSG00000304381,-0.37900752,-1.2671312,0.7046822798354442,1.0,-1.828084,False
TLE1-DT,-0.37915966,-0.39589044,0.7045693053088358,1.0,-0.5711493,False
PPM1N,-0.37947246,-0.4218071,0.7043370535295082,1.0,-0.60853916,False
ENSG00000303682,-0.37956727,-0.23480357,0.7042666668720959,1.0,-0.3387499,False
ENSG00000225032,-0.37989312,-0.35260567,0.7040247583966119,1.0,-0.5087025,False
ENSG00000255216,-0.37996238,-1.4630041,0.703973346167289,1.0,-2.110669,False
ENSG00000307965,-0.38021898,-1.850168,0.7037828798650163,1.0,-2.6692283,False
ENSG00000260796,-0.38024622,-1.2591274,0.7037626544462535,1.0,-1.8165368,False
ENSG00000254936,-0.3802638,-0.52451193,0.7037495923080102,1.0,-0.75671077,False
ENSG00000296084,-0.3804256,-1.4057691,0.7036295090043687,1.0,-2.0280962,False
ENSG00000235426,-0.3804398,-0.8603378,0.7036189757337986,1.0,-1.2412051,False
LRTM1,-0.3804557,-1.1649363,0.7036071785382786,1.0,-1.6806479,False
TRD-AS1,-0.3805017,-0.49488783,0.7035730513386749,1.0,-0.7139722,False
ENSG00000304860,-0.38064757,-0.14004508,0.7034647751645788,1.0,-0.20204239,False
DNAAF3-AS1,-0.3806629,-0.7301454,0.7034534001956823,1.0,-1.0533772,False
ENSG00000306260,-0.3808809,-0.646327,0.703291630045572,1.0,-0.93245274,False
CTBP1-AS,-0.38105574,-0.3060958,0.7031618866108187,1.0,-0.4416029,False
ENSG00000304725,-0.38142133,-1.3654568,0.7028906328202458,1.0,-1.9699378,False
LINC01016,-0.38156325,-2.187471,0.7027853426251465,1.0,-3.1558535,False
ENSG00000251388,-0.38157573,-0.6091569,0.7027760773608962,1.0,-0.8788276,False
ENSG00000309012,-0.3816399,-1.0736442,0.7027284882903844,1.0,-1.5489411,False
ENSG00000261467,-0.38184142,-1.0117661,0.7025789903835078,1.0,-1.45967,False
ENSG00000289558,-0.38187096,-0.9185793,0.7025570930643761,1.0,-1.3252299,False
ENSG00000300193,-0.3818721,-1.3584672,0.7025562508647235,1.0,-1.959854,False
ANKRD18B,-0.38188684,-0.82753664,0.7025453023024694,1.0,-1.193883,False
CLDN10,-0.3818948,-0.36301544,0.7025394069483555,1.0,-0.5237207,False
MT1M,-0.38192886,-0.7152209,0.7025141413476836,1.0,-1.0318458,False
PTH2,-0.3819368,-0.9759667,0.7025082460881524,1.0,-1.4080224,False
ENSG00000236540,-0.3819913,-0.42761683,0.7024678219334541,1.0,-0.61692065,False
SCGB1A1,-0.38205716,-1.3186575,0.7024189772026461,1.0,-1.9024208,False
SH2D3A,-0.38232,-0.710801,0.7022240315976434,1.0,-1.0254691,False
ENSG00000253106,-0.382362,-0.4805133,0.7021928758000677,1.0,-0.6932342,False
MDS2,-0.38276675,-0.5713702,0.7018927111274189,1.0,-0.8243129,False
ZNF850,-0.38290074,-0.33304653,0.7017933681247308,1.0,-0.48048455,False
ENSG00000309311,-0.38311192,-0.9244606,0.7016367869599243,1.0,-1.3337147,False
ENSG00000307995,-0.3832243,-1.2948014,0.7015534505374811,1.0,-1.8680034,False
ZNF840P,-0.38330492,-0.93895966,0.7014936862225937,1.0,-1.3546324,False
ENSG00000286716,-0.38332367,-1.6404552,0.7014797975969402,1.0,-2.3666766,False
ENSG00000297708,-0.38368925,-0.32199645,0.7012087789328949,1.0,-0.46454272,False
ENSG00000299513,-0.38373864,-0.84714526,0.7011721690769857,1.0,-1.2221723,False
ENSG00000280029,-0.3839975,-0.6225694,0.7009802942863758,1.0,-0.8981777,False
ENSG00000237301,-0.38405427,-0.8633758,0.7009382190308904,1.0,-1.2455881,False
ENSG00000304890,-0.3840611,-0.36578777,0.7009331700618744,1.0,-0.5277202,False
XG,-0.38428703,-1.0962387,0.7007657200753281,1.0,-1.5815382,False
TACR3-AS1,-0.38451752,-1.2668811,0.7005949192396075,1.0,-1.8277231,False
LINC02821,-0.38456294,-0.56348574,0.7005612656873972,1.0,-0.8129381,False
KDM5C-IT1,-0.38465887,-0.74932355,0.7004901744907103,1.0,-1.0810454,False
ENSG00000301031,-0.38485813,-0.71457684,0.7003425319271634,1.0,-1.0309165,False
ENSG00000228714,-0.38485926,-1.1826738,0.7003416906914298,1.0,-1.7062377,False
ENSG00000276302,-0.3850909,-1.1400687,0.7001700862893236,1.0,-1.6447715,False
RPH3AL,-0.3852118,-0.13736488,0.7000805047773975,1.0,-0.19817571,False
LINC02284,-0.3854627,-0.12501162,0.6998946259400588,1.0,-0.18035375,False
GABRD,-0.38566935,-0.6077043,0.699741562748566,1.0,-0.87673205,False
ENSG00000289013,-0.38587373,-1.7245746,0.6995901935675968,1.0,-2.4880352,False
ENSG00000301995,-0.38599804,-1.0672042,0.6994981164882057,1.0,-1.5396502,False
LINC03099,-0.38609114,-1.1818199,0.6994291666827968,1.0,-1.7050056,False
ENSG00000294186,-0.38617742,-1.2533495,0.6993652641980956,1.0,-1.8082013,False
ENSG00000248545,-0.38621888,-0.6022916,0.699334574945873,1.0,-0.868923,False
ENSG00000261324,-0.38622284,-0.34125727,0.6993316321666732,1.0,-0.4923303,False
ENSG00000286632,-0.3862887,-1.3463607,0.6992828667689595,1.0,-1.9423878,False
ENSG00000309515,-0.38633016,-0.9972149,0.699252178835651,1.0,-1.4386771,False
ENSG00000303938,-0.38635057,-0.15776873,0.699237045241206,1.0,-0.22761223,False
KLF3,-0.38647717,-0.2190032,0.6991433036939718,1.0,-0.3159548,False
PDIA2,-0.3865544,-0.97672385,0.6990861362124574,1.0,-1.4091147,False
C1QTNF1,-0.3865856,-0.65956646,0.699063017494855,1.0,-0.95155334,False
LINC00276,-0.3867349,-0.17191322,0.6989524718485327,1.0,-0.24801828,False
ENSG00000277450,-0.38674286,-0.5822258,0.698946587468321,1.0,-0.8399741,False
ENSG00000230490,-0.38693985,-0.46380952,0.698800744682233,1.0,-0.66913563,False
ENSG00000298788,-0.38717657,-0.71073145,0.6986254958675564,1.0,-1.0253688,False
ENSG00000298853,-0.3871953,-0.63158727,0.6986116279420418,1.0,-0.9111878,False
ZNF667-AS1,-0.38737243,-0.32846853,0.6984805179818996,1.0,-0.47388002,False
ENSG00000295309,-0.38740137,-1.796884,0.6984590874013812,1.0,-2.5923555,False
SCML4,-0.38756827,-1.6798624,0.6983355510950037,1.0,-2.4235291,False
RHOXF1-AS1,-0.38757053,-0.74360955,0.6983338703840222,1.0,-1.0728018,False
LINC01982,-0.3876591,-1.230369,0.6982683238095603,1.0,-1.7750473,False
PZP,-0.3877386,-1.372505,0.6982095018765517,1.0,-1.9801061,False
ENSG00000308888,-0.38789356,-0.5515936,0.6980948043210635,1.0,-0.79578143,False
RIC3-DT,-0.38799632,-0.8664562,0.6980187632225647,1.0,-1.2500321,False
ENSG00000256632,-0.388195,-0.6523219,0.6978717310236491,1.0,-0.94110155,False
ENSG00000187904,-0.3886009,-1.3284252,0.697571400497522,1.0,-1.9165124,False
ENSG00000227579,-0.38870478,-0.798145,0.6974945402961343,1.0,-1.1514798,False
DCDC2B,-0.3887434,-0.41940933,0.6974659810121702,1.0,-0.6050798,False
ENSG00000296484,-0.3888138,-1.0135058,0.6974139034212288,1.0,-1.4621798,False
ENSG00000265994,-0.38888362,-1.7740847,0.6973622472190049,1.0,-2.559463,False
ENSG00000297575,-0.3889029,-1.7594178,0.6973479685162394,1.0,-2.5383031,False
ENSG00000271192,-0.38897273,-0.7537072,0.6972963141044386,1.0,-1.0873697,False
BTN3A2,-0.38904312,-0.3693385,0.6972442411581579,1.0,-0.5328429,False
ENSG00000286191,-0.38914362,-1.3929831,0.697169913697429,1.0,-2.0096498,False
ENSG00000256448,-0.3895654,-0.46187532,0.6968579380469457,1.0,-0.66634506,False
TH2LCRR,-0.3896449,-0.66154534,0.6967991596782325,1.0,-0.9544083,False
B3GALT2,-0.3896744,-0.8713413,0.6967773281762867,1.0,-1.2570798,False
DAND5,-0.38972378,-0.5120916,0.6967408029557509,1.0,-0.738792,False
DNMBP-AS1,-0.38982427,-0.9452967,0.6966664951945187,1.0,-1.3637749,False
LINC02641,-0.3901121,-0.28346023,0.6964536636505576,1.0,-0.40894672,False
ROCK1P1,-0.3903102,-0.68465847,0.6963071721926358,1.0,-0.98775333,False
ENSG00000303988,-0.39033064,-2.28879,0.6962920619703347,1.0,-3.302026,False
LINC00640,-0.39035562,-1.0417961,0.6962735940845461,1.0,-1.5029941,False
ENSG00000295509,-0.39037946,-0.7416697,0.6962559658160892,1.0,-1.0700033,False
SPINT1,-0.39038855,-0.24537112,0.6962492503284072,1.0,-0.35399577,False
LINC02277,-0.3904862,-0.57062423,0.696177060339829,1.0,-0.8232367,False
ENSG00000302492,-0.39069283,-1.2240903,0.6960242952546343,1.0,-1.765989,False
LINC02136,-0.3910641,-1.091621,0.6957498527107995,1.0,-1.5748763,False
ENSG00000293852,-0.39116856,-1.0837454,0.695672646698444,1.0,-1.5635141,False
C20orf204,-0.39117593,-0.976268,0.695667192045134,1.0,-1.4084572,False
RAB37,-0.39125654,-0.43871942,0.6956076114729015,1.0,-0.6329383,False
ENSG00000235126,-0.39167833,-0.7084051,0.6952958930696138,1.0,-1.0220125,False
ENSG00000260277,-0.3918282,-1.5210584,0.6951851468409094,1.0,-2.1944234,False
ENSG00000250971,-0.39184582,-1.1949737,0.6951721429755124,1.0,-1.7239826,False
FAF1-AS1,-0.39192814,-0.64576215,0.6951113196345269,1.0,-0.93163794,False
LINC02880,-0.3919355,-1.2463012,0.6951058666032468,1.0,-1.7980324,False
NAV2-AS4,-0.39205474,-1.3615391,0.6950177813603649,1.0,-1.9642857,False
ENSG00000285926,-0.39234197,-0.75157255,0.6948055547832355,1.0,-1.08429,False
PALM3,-0.39234254,-0.7978695,0.6948051353867976,1.0,-1.1510824,False
CCDC180,-0.39236808,-0.51862824,0.6947862626437715,1.0,-0.7482225,False
PROM2,-0.3923715,-0.94135094,0.6947837462923272,1.0,-1.3580823,False
TMEM192,-0.39241463,-0.1527366,0.6947518727984632,1.0,-0.22035228,False
ENSG00000249881,-0.3926275,-1.1310452,0.6945946101708389,1.0,-1.6317533,False
ENSG00000302600,-0.39304703,-0.47559693,0.6942847364323597,1.0,-0.68614143,False
ENSG00000304460,-0.39325085,-1.6121156,0.6941342208056471,1.0,-2.3257914,False
ENSG00000291325,-0.39331955,-1.417658,0.6940834926296835,1.0,-2.045248,False
ENSG00000273192,-0.39336154,-1.0827606,0.6940524694619031,1.0,-1.5620933,False
ENSG00000304430,-0.39337006,-0.51388174,0.6940461810444353,1.0,-0.74137473,False
NUP35,-0.39355227,-0.2880381,0.6939116139599063,1.0,-0.41555113,False
ENSG00000248551,-0.3936153,-1.2279837,0.6938650836619408,1.0,-1.7716061,False
ENSG00000300549,-0.393831,-0.90562534,0.6937057994892064,1.0,-1.3065412,False
LINC01884,-0.39398998,-0.3629816,0.6935884408625907,1.0,-0.5236717,False
NOD1,-0.3940388,-0.18940629,0.6935523964739142,1.0,-0.27325547,False
ENSG00000267762,-0.3941529,-0.65545267,0.6934681558976905,1.0,-0.9456183,False
MISFA,-0.39428177,-0.22860767,0.6933730230860029,1.0,-0.32981113,False
IRF9,-0.3944095,-0.21353416,0.6932787332186815,1.0,-0.30806473,False
ENSG00000296985,-0.39466554,-1.8500296,0.6930897487221298,1.0,-2.6690285,False
ZMPSTE24,-0.39474216,-0.21703137,0.6930331827963737,1.0,-0.3131101,False
ENSG00000288828,-0.3949681,-0.78087085,0.6928664280272434,1.0,-1.1265587,False
DCK,-0.39509526,-0.31384593,0.6927725826406237,1.0,-0.45278397,False
RMDN2-AS1,-0.3952531,-0.4316989,0.6926561203694254,1.0,-0.6228097,False
CATSPERB,-0.39526045,-0.40654203,0.6926506744697711,1.0,-0.586516,False
MGC4859,-0.39548925,-1.2791172,0.6924818594610371,1.0,-1.8453761,False
ENSG00000305830,-0.39557952,-0.32202497,0.6924152592296948,1.0,-0.46458387,False
NECTIN1-AS1,-0.39565614,-1.3604625,0.6923587137301079,1.0,-1.9627326,False
HTT-AS,-0.39572313,-1.006522,0.6923092901792003,1.0,-1.4521044,False
ENSG00000291199,-0.39599562,-0.17744839,0.6921082587322744,1.0,-0.25600395,False
NPSR1-AS1,-0.3960013,-0.47823888,0.6921040708077433,1.0,-0.68995285,False
ENSG00000293827,-0.3961756,-1.9004456,0.6919755061063253,1.0,-2.7417634,False
LINC02405,-0.39626983,-2.0322118,0.6919059927337745,1.0,-2.9318619,False
ENSG00000236065,-0.39645034,-0.46395004,0.6917728358120092,1.0,-0.6693383,False
ENSG00000308323,-0.3965514,-1.3970449,0.6916983055941728,1.0,-2.0155098,False
HSD11B1-AS1,-0.39666778,-1.0444434,0.6916124739312703,1.0,-1.5068133,False
ETS2,-0.3967654,-0.15765248,0.6915404621293573,1.0,-0.2274444,False
ENSG00000305983,-0.39687723,-0.6210023,0.6914579869232773,1.0,-0.89591706,False
IGFALS,-0.396892,-1.2590473,0.6914471021441198,1.0,-1.8164213,False
ITGAL,-0.39692664,-0.95192295,0.6914215650279304,1.0,-1.3733344,False
PRR27,-0.39705494,-0.7322777,0.6913269551651455,1.0,-1.0564535,False
ENSG00000268056,-0.397261,-0.9035067,0.6911750033936361,1.0,-1.3034846,False
ENSG00000296609,-0.39748296,-0.9384926,0.6910113447395727,1.0,-1.3539586,False
ENSG00000291280,-0.39751986,-0.89165497,0.6909841394574214,1.0,-1.2863861,False
ENSG00000287231,-0.39763,-0.8956806,0.6909029445267828,1.0,-1.2921939,False
ZNF8-ERVK3-1,-0.39764136,-0.582059,0.6908945741175349,1.0,-0.8397337,False
LINC01378,-0.39771572,-1.924458,0.6908397488714091,1.0,-2.776406,False
ENSG00000289283,-0.3978548,-1.4492724,0.6907372174581669,1.0,-2.0908582,False
RNF32-AS1,-0.39786333,-1.0629323,0.6907309402089961,1.0,-1.5334871,False
DIRAS1,-0.39804158,-0.21096064,0.6905995413424926,1.0,-0.3043519,False
ENSG00000308551,-0.39806768,-1.3168597,0.690580292609851,1.0,-1.8998269,False
ENSG00000281120,-0.3981971,-1.0803773,0.690484888801969,1.0,-1.558655,False
LINC02320,-0.39836118,-0.794922,0.6903639673574886,1.0,-1.14683,False
CDC73,-0.3985786,-0.17297773,0.6902037272393593,1.0,-0.24955408,False
ENSG00000245025,-0.39858145,-0.3764864,0.6902016354236208,1.0,-0.5431551,False
ENSG00000260122,-0.3985928,-0.5352217,0.6901932681843325,1.0,-0.7721617,False
PPP1R13B-DT,-0.39866945,-0.32380855,0.6901367903096193,1.0,-0.4671571,False
CLCN2,-0.39875686,-0.24860457,0.6900723658039296,1.0,-0.35866052,False
ENSG00000214773,-0.39896408,-1.9677063,0.6899196803289569,1.0,-2.8388,False
ENSG00000308431,-0.3989686,-1.2759601,0.6899163339393298,1.0,-1.8408213,False
ENSG00000299195,-0.39920875,-2.0019748,0.6897394022254407,1.0,-2.8882391,False
HSD17B2-AS1,-0.39930752,-0.2825979,0.6896666267268513,1.0,-0.40770265,False
ENSG00000299826,-0.3995221,-0.5741144,0.6895085381218611,1.0,-0.8282719,False
SH3GL2,-0.39967993,-0.43218774,0.6893922805476873,1.0,-0.623515,False
CAT,-0.39969185,-0.35930598,0.6893834987985704,1.0,-0.5183689,False
NOXRED1,-0.39981616,-0.19109881,0.6892919201944047,1.0,-0.27569723,False
ENSG00000231104,-0.400146,-0.9014261,0.6890489871448888,1.0,-1.300483,False
G2E3,-0.4001738,-0.17056426,0.6890285002810466,1.0,-0.24607225,False
ENSG00000306718,-0.40045708,-1.0801616,0.6888198817379461,1.0,-1.5583438,False
UCA1-AS1,-0.40048945,-1.3909614,0.6887960530693822,1.0,-2.0067332,False
ENSG00000303637,-0.40057176,-1.7624243,0.6887354376728951,1.0,-2.542641,False
ENSG00000286838,-0.40067792,-1.5183733,0.6886572676641964,1.0,-2.1905496,False
IDO1,-0.4006938,-0.9079185,0.6886455633501404,1.0,-1.3098496,False
ENSG00000294763,-0.40090272,-1.2680312,0.6884917421517189,1.0,-1.8293823,False
ENSG00000306926,-0.40090442,-1.4722778,0.6884904882274879,1.0,-2.124048,False
REV3L-IT1,-0.40123767,-0.42481464,0.6882451535293429,1.0,-0.61287785,False
ENSG00000283809,-0.40126038,-1.4404502,0.688228436855808,1.0,-2.0781302,False
ENSG00000278276,-0.40153912,-0.74048847,0.688023252100355,1.0,-1.068299,False
ENSG00000276007,-0.40166342,-0.7321707,0.687931741253575,1.0,-1.056299,False
IL17D,-0.40169182,-0.28475037,0.6879108490068812,1.0,-0.410808,False
SPDYE10,-0.40174007,-0.40170497,0.6878753327341964,1.0,-0.5795377,False
ENSG00000295212,-0.40198815,-0.6731946,0.6876927481790683,1.0,-0.9712146,False
PEAR1,-0.4020852,-1.7807981,0.6876213070045463,1.0,-2.5691485,False
ENSG00000304397,-0.4020943,-2.3357682,0.687614622592857,1.0,-3.3698013,False
ENSG00000272797,-0.40220672,-1.0195439,0.687531905018713,1.0,-1.4708909,False
TEX15,-0.40244174,-0.76803815,0.6873589621758148,1.0,-1.1080449,False
CASC19,-0.40251553,-0.36616442,0.6873046598263082,1.0,-0.5282636,False
LRRC45,-0.40255526,-0.28572983,0.6872754207677636,1.0,-0.4122211,False
ERAS,-0.4025757,-1.3080776,0.6872603837197805,1.0,-1.8871571,False
ANO7,-0.40261033,-0.5049264,0.6872349045597826,1.0,-0.72845477,False
ENSG00000284646,-0.4028096,-0.73920095,0.6870883018705469,1.0,-1.0664415,False
ENSG00000308437,-0.4028885,-0.24331945,0.6870302487870883,1.0,-0.35103577,False
ENSG00000300612,-0.40322286,-0.2785273,0.6867842745494928,1.0,-0.40183002,False
ENSG00000304191,-0.4033381,-0.80275184,0.6866995067311686,1.0,-1.1581261,False
ENSG00000261829,-0.40336707,-2.3975554,0.6866782110019539,1.0,-3.4589412,False
ZNF280B,-0.40338522,-0.274359,0.6866648491027572,1.0,-0.39581645,False
ENSG00000255081,-0.40338752,-1.4444367,0.6866631788722422,1.0,-2.0838816,False
PWP2,-0.40351638,-0.73271954,0.6865683957977486,1.0,-1.0570909,False
ENSG00000228107,-0.40366966,-1.4705777,0.6864556646376143,1.0,-2.1215951,False
